"","GEOID","Time.Period","County","Claims","Events","Comutting.Zone","Shoreline","cz"
"408","12033004000","2015_2019","12033",0,0,"Pensacola",1,"10900"
"409","12033001401","2010_2014","12033",6,0,"Pensacola",1,"10900"
"410","12033001401","2015_2019","12033",0,0,"Pensacola",1,"10900"
"411","12033001600","2010_2014","12033",15,0,"Pensacola",1,"10900"
"412","12033001600","2015_2019","12033",0,0,"Pensacola",1,"10900"
"413","12033001700","2010_2014","12033",17,0,"Pensacola",1,"10900"
"414","12033001700","2015_2019","12033",1,0,"Pensacola",1,"10900"
"415","12033002100","2010_2014","12033",7,0,"Pensacola",1,"10900"
"416","12033002100","2015_2019","12033",4,0,"Pensacola",1,"10900"
"417","12033002200","2010_2014","12033",7,0,"Pensacola",1,"10900"
"418","12033002200","2015_2019","12033",0,0,"Pensacola",1,"10900"
"419","12033000800","2010_2014","12033",110,1,"Pensacola",1,"10900"
"420","12033000800","2015_2019","12033",0,0,"Pensacola",1,"10900"
"421","12033000900","2010_2014","12033",15,0,"Pensacola",1,"10900"
"422","12033000900","2015_2019","12033",0,0,"Pensacola",1,"10900"
"423","12033003306","2010_2014","12033",38,1,"Pensacola",1,"10900"
"424","12033003306","2015_2019","12033",1,0,"Pensacola",1,"10900"
"425","12033003506","2010_2014","12033",7,0,"Pensacola",1,"10900"
"426","12033003506","2015_2019","12033",1,0,"Pensacola",1,"10900"
"427","12033003507","2010_2014","12033",6,0,"Pensacola",1,"10900"
"428","12033003507","2015_2019","12033",3,0,"Pensacola",1,"10900"
"429","12033003508","2010_2014","12033",6,0,"Pensacola",1,"10900"
"430","12033003508","2015_2019","12033",0,0,"Pensacola",1,"10900"
"431","12033000300","2010_2014","12033",30,0,"Pensacola",1,"10900"
"432","12033000300","2015_2019","12033",2,0,"Pensacola",1,"10900"
"433","12033000100","2010_2014","12033",46,1,"Pensacola",1,"10900"
"434","12033000100","2015_2019","12033",0,0,"Pensacola",1,"10900"
"435","12033000500","2010_2014","12033",3,0,"Pensacola",1,"10900"
"436","12033000500","2015_2019","12033",0,0,"Pensacola",1,"10900"
"437","12033000400","2010_2014","12033",12,0,"Pensacola",1,"10900"
"438","12033000400","2015_2019","12033",1,0,"Pensacola",1,"10900"
"439","12033000600","2010_2014","12033",25,0,"Pensacola",1,"10900"
"440","12033000600","2015_2019","12033",0,0,"Pensacola",1,"10900"
"441","12033001500","2010_2014","12033",0,0,"Pensacola",1,"10900"
"442","12033001500","2015_2019","12033",0,0,"Pensacola",1,"10900"
"443","12033001900","2010_2014","12033",5,0,"Pensacola",1,"10900"
"444","12033001900","2015_2019","12033",0,0,"Pensacola",1,"10900"
"445","12033002604","2010_2014","12033",174,2,"Pensacola",1,"10900"
"446","12033002604","2015_2019","12033",5,0,"Pensacola",1,"10900"
"447","12033002400","2010_2014","12033",6,0,"Pensacola",1,"10900"
"448","12033002400","2015_2019","12033",0,0,"Pensacola",1,"10900"
"449","12033002601","2010_2014","12033",41,1,"Pensacola",1,"10900"
"450","12033002601","2015_2019","12033",2,0,"Pensacola",1,"10900"
"451","12033002602","2010_2014","12033",70,1,"Pensacola",1,"10900"
"452","12033002602","2015_2019","12033",3,0,"Pensacola",1,"10900"
"453","12033002603","2010_2014","12033",86,1,"Pensacola",1,"10900"
"454","12033002603","2015_2019","12033",3,0,"Pensacola",1,"10900"
"455","12033002605","2010_2014","12033",368,2,"Pensacola",1,"10900"
"456","12033002605","2015_2019","12033",1,0,"Pensacola",1,"10900"
"457","12033002803","2010_2014","12033",4,0,"Pensacola",1,"10900"
"458","12033002803","2015_2019","12033",0,0,"Pensacola",1,"10900"
"459","12033002804","2010_2014","12033",6,0,"Pensacola",1,"10900"
"460","12033002804","2015_2019","12033",0,0,"Pensacola",1,"10900"
"461","12033003203","2010_2014","12033",21,0,"Pensacola",1,"10900"
"462","12033003203","2015_2019","12033",3,0,"Pensacola",1,"10900"
"463","12033003204","2010_2014","12033",1,0,"Pensacola",1,"10900"
"464","12033003204","2015_2019","12033",2,0,"Pensacola",1,"10900"
"465","12033003607","2010_2014","12033",2,0,"Pensacola",1,"10900"
"466","12033003607","2015_2019","12033",2,0,"Pensacola",1,"10900"
"467","12033003608","2010_2014","12033",19,0,"Pensacola",1,"10900"
"468","12033003608","2015_2019","12033",5,0,"Pensacola",1,"10900"
"469","12033003609","2010_2014","12033",9,0,"Pensacola",1,"10900"
"470","12033003609","2015_2019","12033",4,0,"Pensacola",1,"10900"
"471","12033003610","2010_2014","12033",7,0,"Pensacola",1,"10900"
"472","12033003610","2015_2019","12033",3,0,"Pensacola",1,"10900"
"473","12033003611","2010_2014","12033",8,0,"Pensacola",1,"10900"
"474","12033003611","2015_2019","12033",2,0,"Pensacola",1,"10900"
"475","12033001800","2010_2014","12033",4,0,"Pensacola",1,"10900"
"476","12033001800","2015_2019","12033",0,0,"Pensacola",1,"10900"
"477","12113010707","2010_2014","12113",2,0,"Pensacola",1,"10900"
"478","12113010707","2015_2019","12113",5,0,"Pensacola",1,"10900"
"479","22071001500","2010_2014","22071",9,0,"New Orleans",1,"3300"
"480","22071001500","2015_2019","22071",20,0,"New Orleans",1,"3300"
"481","22071012101","2010_2014","22071",7,0,"New Orleans",1,"3300"
"482","22071012101","2015_2019","22071",106,2,"New Orleans",1,"3300"
"483","22071000604","2010_2014","22071",28,0,"New Orleans",1,"3300"
"484","22071000604","2015_2019","22071",1,0,"New Orleans",1,"3300"
"485","22071002100","2010_2014","22071",5,0,"New Orleans",1,"3300"
"486","22071002100","2015_2019","22071",6,0,"New Orleans",1,"3300"
"487","22071008300","2010_2014","22071",7,0,"New Orleans",1,"3300"
"488","22071008300","2015_2019","22071",4,0,"New Orleans",1,"3300"
"489","22071980000","2010_2014","22071",0,0,"New Orleans",1,"3300"
"490","22071980000","2015_2019","22071",0,0,"New Orleans",1,"3300"
"491","22071012300","2010_2014","22071",12,0,"New Orleans",1,"3300"
"492","22071012300","2015_2019","22071",111,2,"New Orleans",1,"3300"
"493","22071001747","2010_2014","22071",54,0,"New Orleans",1,"3300"
"494","22071001747","2015_2019","22071",3,0,"New Orleans",1,"3300"
"495","22071003100","2010_2014","22071",8,0,"New Orleans",1,"3300"
"496","22071003100","2015_2019","22071",26,0,"New Orleans",1,"3300"
"497","22071001720","2010_2014","22071",44,0,"New Orleans",1,"3300"
"498","22071001720","2015_2019","22071",4,0,"New Orleans",1,"3300"
"499","22071001740","2010_2014","22071",38,0,"New Orleans",1,"3300"
"500","22071001740","2015_2019","22071",9,0,"New Orleans",1,"3300"
"501","22071007502","2010_2014","22071",28,0,"New Orleans",1,"3300"
"502","22071007502","2015_2019","22071",6,0,"New Orleans",1,"3300"
"503","22071000701","2010_2014","22071",6,0,"New Orleans",1,"3300"
"504","22071000701","2015_2019","22071",0,0,"New Orleans",1,"3300"
"505","22071011600","2010_2014","22071",0,0,"New Orleans",1,"3300"
"506","22071011600","2015_2019","22071",2,0,"New Orleans",1,"3300"
"507","22071009400","2010_2014","22071",4,0,"New Orleans",1,"3300"
"508","22071009400","2015_2019","22071",7,0,"New Orleans",1,"3300"
"509","22071002900","2010_2014","22071",13,0,"New Orleans",1,"3300"
"510","22071002900","2015_2019","22071",1,0,"New Orleans",1,"3300"
"511","22071010100","2010_2014","22071",12,0,"New Orleans",1,"3300"
"512","22071010100","2015_2019","22071",7,0,"New Orleans",1,"3300"
"513","22071008500","2010_2014","22071",1,0,"New Orleans",1,"3300"
"514","22071008500","2015_2019","22071",0,0,"New Orleans",1,"3300"
"515","22071006900","2010_2014","22071",2,0,"New Orleans",1,"3300"
"516","22071006900","2015_2019","22071",0,0,"New Orleans",1,"3300"
"517","22071013200","2010_2014","22071",29,0,"New Orleans",1,"3300"
"518","22071013200","2015_2019","22071",8,0,"New Orleans",1,"3300"
"519","22071003900","2010_2014","22071",5,0,"New Orleans",1,"3300"
"520","22071003900","2015_2019","22071",43,0,"New Orleans",1,"3300"
"521","22071001725","2010_2014","22071",72,2,"New Orleans",1,"3300"
"522","22071001725","2015_2019","22071",13,0,"New Orleans",1,"3300"
"523","22071007000","2010_2014","22071",2,0,"New Orleans",1,"3300"
"524","22071007000","2015_2019","22071",7,0,"New Orleans",1,"3300"
"525","22071000617","2010_2014","22071",77,1,"New Orleans",1,"3300"
"526","22071000617","2015_2019","22071",2,0,"New Orleans",1,"3300"
"527","22071002200","2010_2014","22071",9,0,"New Orleans",1,"3300"
"528","22071002200","2015_2019","22071",26,0,"New Orleans",1,"3300"
"529","22071002000","2010_2014","22071",16,0,"New Orleans",1,"3300"
"530","22071002000","2015_2019","22071",16,0,"New Orleans",1,"3300"
"531","22071000702","2010_2014","22071",10,0,"New Orleans",1,"3300"
"532","22071000702","2015_2019","22071",3,0,"New Orleans",1,"3300"
"533","22071004402","2010_2014","22071",0,0,"New Orleans",1,"3300"
"534","22071004402","2015_2019","22071",0,0,"New Orleans",1,"3300"
"535","22071000904","2010_2014","22071",10,0,"New Orleans",1,"3300"
"536","22071000904","2015_2019","22071",0,0,"New Orleans",1,"3300"
"537","22071007200","2010_2014","22071",10,0,"New Orleans",1,"3300"
"538","22071007200","2015_2019","22071",35,0,"New Orleans",1,"3300"
"539","22071002504","2010_2014","22071",8,0,"New Orleans",1,"3300"
"540","22071002504","2015_2019","22071",2,0,"New Orleans",1,"3300"
"541","22071000902","2010_2014","22071",5,0,"New Orleans",1,"3300"
"542","22071000902","2015_2019","22071",1,0,"New Orleans",1,"3300"
"543","22071000616","2010_2014","22071",117,1,"New Orleans",1,"3300"
"544","22071000616","2015_2019","22071",7,0,"New Orleans",1,"3300"
"545","22071001750","2010_2014","22071",17,0,"New Orleans",1,"3300"
"546","22071001750","2015_2019","22071",2,0,"New Orleans",1,"3300"
"547","22071001302","2010_2014","22071",7,0,"New Orleans",1,"3300"
"548","22071001302","2015_2019","22071",13,0,"New Orleans",1,"3300"
"549","22071002501","2010_2014","22071",20,0,"New Orleans",1,"3300"
"550","22071002501","2015_2019","22071",2,0,"New Orleans",1,"3300"
"551","22071003304","2010_2014","22071",24,0,"New Orleans",1,"3300"
"552","22071003304","2015_2019","22071",3,0,"New Orleans",1,"3300"
"553","22071007101","2010_2014","22071",8,0,"New Orleans",1,"3300"
"554","22071007101","2015_2019","22071",38,1,"New Orleans",1,"3300"
"555","22071013302","2010_2014","22071",17,0,"New Orleans",1,"3300"
"556","22071013302","2015_2019","22071",4,0,"New Orleans",1,"3300"
"557","22071003303","2010_2014","22071",15,0,"New Orleans",1,"3300"
"558","22071003303","2015_2019","22071",4,0,"New Orleans",1,"3300"
"559","22071007604","2010_2014","22071",14,0,"New Orleans",1,"3300"
"560","22071007604","2015_2019","22071",9,0,"New Orleans",1,"3300"
"561","22071000612","2010_2014","22071",15,0,"New Orleans",1,"3300"
"562","22071000612","2015_2019","22071",1,0,"New Orleans",1,"3300"
"563","22071010600","2010_2014","22071",2,0,"New Orleans",1,"3300"
"564","22071010600","2015_2019","22071",0,0,"New Orleans",1,"3300"
"565","22071000800","2010_2014","22071",12,0,"New Orleans",1,"3300"
"566","22071000800","2015_2019","22071",5,0,"New Orleans",1,"3300"
"567","22071004900","2010_2014","22071",7,0,"New Orleans",1,"3300"
"568","22071004900","2015_2019","22071",14,0,"New Orleans",1,"3300"
"569","22071008600","2010_2014","22071",1,0,"New Orleans",1,"3300"
"570","22071008600","2015_2019","22071",2,0,"New Orleans",1,"3300"
"571","22071000613","2010_2014","22071",30,0,"New Orleans",1,"3300"
"572","22071000613","2015_2019","22071",0,0,"New Orleans",1,"3300"
"573","22071006400","2010_2014","22071",14,0,"New Orleans",1,"3300"
"574","22071006400","2015_2019","22071",58,1,"New Orleans",1,"3300"
"575","22071000606","2010_2014","22071",51,0,"New Orleans",1,"3300"
"576","22071000606","2015_2019","22071",7,0,"New Orleans",1,"3300"
"577","22071001600","2010_2014","22071",0,0,"New Orleans",1,"3300"
"578","22071001600","2015_2019","22071",0,0,"New Orleans",1,"3300"
"579","22071009100","2010_2014","22071",2,0,"New Orleans",1,"3300"
"580","22071009100","2015_2019","22071",0,0,"New Orleans",1,"3300"
"581","22071012600","2010_2014","22071",7,0,"New Orleans",1,"3300"
"582","22071012600","2015_2019","22071",3,0,"New Orleans",1,"3300"
"583","22071007800","2010_2014","22071",1,0,"New Orleans",1,"3300"
"584","22071007800","2015_2019","22071",6,0,"New Orleans",1,"3300"
"585","22071005000","2010_2014","22071",6,0,"New Orleans",1,"3300"
"586","22071005000","2015_2019","22071",56,1,"New Orleans",1,"3300"
"587","22071004800","2010_2014","22071",0,0,"New Orleans",1,"3300"
"588","22071004800","2015_2019","22071",0,0,"New Orleans",1,"3300"
"589","22071002700","2010_2014","22071",9,0,"New Orleans",1,"3300"
"590","22071002700","2015_2019","22071",16,0,"New Orleans",1,"3300"
"591","22071005400","2010_2014","22071",9,0,"New Orleans",1,"3300"
"592","22071005400","2015_2019","22071",37,1,"New Orleans",1,"3300"
"593","22071001749","2010_2014","22071",9,0,"New Orleans",1,"3300"
"594","22071001749","2015_2019","22071",1,0,"New Orleans",1,"3300"
"595","22071005601","2010_2014","22071",26,0,"New Orleans",1,"3300"
"596","22071005601","2015_2019","22071",25,0,"New Orleans",1,"3300"
"597","22071013800","2010_2014","22071",7,0,"New Orleans",1,"3300"
"598","22071013800","2015_2019","22071",7,0,"New Orleans",1,"3300"
"599","22071000605","2010_2014","22071",8,0,"New Orleans",1,"3300"
"600","22071000605","2015_2019","22071",1,0,"New Orleans",1,"3300"
"601","22071000603","2010_2014","22071",7,0,"New Orleans",1,"3300"
"602","22071000603","2015_2019","22071",1,0,"New Orleans",1,"3300"
"603","22071010800","2010_2014","22071",9,0,"New Orleans",1,"3300"
"604","22071010800","2015_2019","22071",11,0,"New Orleans",1,"3300"
"605","22071010700","2010_2014","22071",1,0,"New Orleans",1,"3300"
"606","22071010700","2015_2019","22071",4,0,"New Orleans",1,"3300"
"607","22071001748","2010_2014","22071",56,0,"New Orleans",1,"3300"
"608","22071001748","2015_2019","22071",11,0,"New Orleans",1,"3300"
"609","22071011100","2010_2014","22071",13,0,"New Orleans",1,"3300"
"610","22071011100","2015_2019","22071",61,2,"New Orleans",1,"3300"
"611","22071000200","2010_2014","22071",3,0,"New Orleans",1,"3300"
"612","22071000200","2015_2019","22071",3,0,"New Orleans",1,"3300"
"613","22071013400","2010_2014","22071",40,0,"New Orleans",1,"3300"
"614","22071013400","2015_2019","22071",413,4,"New Orleans",1,"3300"
"615","22071008800","2010_2014","22071",3,0,"New Orleans",1,"3300"
"616","22071008800","2015_2019","22071",2,0,"New Orleans",1,"3300"
"617","22071009200","2010_2014","22071",11,0,"New Orleans",1,"3300"
"618","22071009200","2015_2019","22071",0,0,"New Orleans",1,"3300"
"619","22071003702","2010_2014","22071",24,0,"New Orleans",1,"3300"
"620","22071003702","2015_2019","22071",32,1,"New Orleans",1,"3300"
"621","22071011400","2010_2014","22071",0,0,"New Orleans",1,"3300"
"622","22071011400","2015_2019","22071",0,0,"New Orleans",1,"3300"
"623","22071001702","2010_2014","22071",33,0,"New Orleans",1,"3300"
"624","22071001702","2015_2019","22071",5,0,"New Orleans",1,"3300"
"625","22071004000","2010_2014","22071",5,0,"New Orleans",1,"3300"
"626","22071004000","2015_2019","22071",9,0,"New Orleans",1,"3300"
"627","22071008400","2010_2014","22071",0,0,"New Orleans",1,"3300"
"628","22071008400","2015_2019","22071",0,0,"New Orleans",1,"3300"
"629","22071009000","2010_2014","22071",11,0,"New Orleans",1,"3300"
"630","22071009000","2015_2019","22071",6,0,"New Orleans",1,"3300"
"631","22071001401","2010_2014","22071",12,0,"New Orleans",1,"3300"
"632","22071001401","2015_2019","22071",9,0,"New Orleans",1,"3300"
"633","22071012900","2010_2014","22071",8,0,"New Orleans",1,"3300"
"634","22071012900","2015_2019","22071",14,0,"New Orleans",1,"3300"
"635","22071013500","2010_2014","22071",9,0,"New Orleans",1,"3300"
"636","22071013500","2015_2019","22071",70,0,"New Orleans",1,"3300"
"637","22071008200","2010_2014","22071",2,0,"New Orleans",1,"3300"
"638","22071008200","2015_2019","22071",16,0,"New Orleans",1,"3300"
"639","22071005603","2010_2014","22071",8,0,"New Orleans",1,"3300"
"640","22071005603","2015_2019","22071",10,0,"New Orleans",1,"3300"
"641","22071012102","2010_2014","22071",8,0,"New Orleans",1,"3300"
"642","22071012102","2015_2019","22071",102,2,"New Orleans",1,"3300"
"643","22071000903","2010_2014","22071",5,0,"New Orleans",1,"3300"
"644","22071000903","2015_2019","22071",1,0,"New Orleans",1,"3300"
"645","22071000602","2010_2014","22071",27,0,"New Orleans",1,"3300"
"646","22071000602","2015_2019","22071",8,0,"New Orleans",1,"3300"
"647","22071001736","2010_2014","22071",9,0,"New Orleans",1,"3300"
"648","22071001736","2015_2019","22071",0,0,"New Orleans",1,"3300"
"649","22071013100","2010_2014","22071",6,0,"New Orleans",1,"3300"
"650","22071013100","2015_2019","22071",5,0,"New Orleans",1,"3300"
"651","22071002401","2010_2014","22071",15,0,"New Orleans",1,"3300"
"652","22071002401","2015_2019","22071",16,0,"New Orleans",1,"3300"
"653","22071003301","2010_2014","22071",30,0,"New Orleans",1,"3300"
"654","22071003301","2015_2019","22071",3,0,"New Orleans",1,"3300"
"655","22071006500","2010_2014","22071",7,0,"New Orleans",1,"3300"
"656","22071006500","2015_2019","22071",51,1,"New Orleans",1,"3300"
"657","22071011500","2010_2014","22071",2,0,"New Orleans",1,"3300"
"658","22071011500","2015_2019","22071",8,0,"New Orleans",1,"3300"
"659","22071001301","2010_2014","22071",12,0,"New Orleans",1,"3300"
"660","22071001301","2015_2019","22071",3,0,"New Orleans",1,"3300"
"661","22071001100","2010_2014","22071",10,0,"New Orleans",1,"3300"
"662","22071001100","2015_2019","22071",3,0,"New Orleans",1,"3300"
"663","22071010300","2010_2014","22071",13,0,"New Orleans",1,"3300"
"664","22071010300","2015_2019","22071",84,2,"New Orleans",1,"3300"
"665","22071012000","2010_2014","22071",8,0,"New Orleans",1,"3300"
"666","22071012000","2015_2019","22071",31,0,"New Orleans",1,"3300"
"667","22071012500","2010_2014","22071",4,0,"New Orleans",1,"3300"
"668","22071012500","2015_2019","22071",12,0,"New Orleans",1,"3300"
"669","22071001744","2010_2014","22071",28,0,"New Orleans",1,"3300"
"670","22071001744","2015_2019","22071",3,0,"New Orleans",1,"3300"
"671","22071001723","2010_2014","22071",41,0,"New Orleans",1,"3300"
"672","22071001723","2015_2019","22071",22,0,"New Orleans",1,"3300"
"673","22071005602","2010_2014","22071",4,0,"New Orleans",1,"3300"
"674","22071005602","2015_2019","22071",7,0,"New Orleans",1,"3300"
"675","22071013900","2010_2014","22071",8,0,"New Orleans",1,"3300"
"676","22071013900","2015_2019","22071",73,2,"New Orleans",1,"3300"
"677","22071002300","2010_2014","22071",39,0,"New Orleans",1,"3300"
"678","22071002300","2015_2019","22071",61,1,"New Orleans",1,"3300"
"679","22071000300","2010_2014","22071",4,0,"New Orleans",1,"3300"
"680","22071000300","2015_2019","22071",7,0,"New Orleans",1,"3300"
"681","22071003307","2010_2014","22071",6,0,"New Orleans",1,"3300"
"682","22071003307","2015_2019","22071",5,0,"New Orleans",1,"3300"
"683","22071002800","2010_2014","22071",8,0,"New Orleans",1,"3300"
